"PASSENGERS","AIRLINE_ID","CARRIER","CARRIER_NAME","UNIQUE_CARRIER_NAME","ORIGIN_COUNTRY","ORIGIN_COUNTRY_NAME","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_AIRPORT_ID","DEST_COUNTRY","DEST_COUNTRY_NAME","DEST","DEST_CITY_NAME","DEST_AIRPORT_ID","YEAR","MONTH","QUARTER"
19195,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2017,9,3
1,21309,"0RQ","TAG Aviation Espana S.L.","TAG Aviation Espana S.L.","US","United States","SJC","San Jose, CA",14831,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
4,21568,"VJT","VistaJet Limited","VistaJet Limited","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
6,21309,"0RQ","TAG Aviation Espana S.L.","TAG Aviation Espana S.L.","US","United States","TEB","Teterboro, NJ",15167,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
10,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","SEA","Seattle, WA",14747,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
35,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","MCO","Orlando, FL",13204,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
47,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","AUS","Austin, TX",10423,"ES","Spain","BCN","Barcelona, Spain",10517,2015,10,4
112,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SAN","San Diego, CA",14679,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
119,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MCO","Orlando, FL",13204,"ES","Spain","BCN","Barcelona, Spain",10517,2015,10,4
128,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","SFO","San Francisco, CA",14771,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
132,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
157,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","BCN","Barcelona, Spain",10517,2015,10,4
254,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SFO","San Francisco, CA",14771,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
1751,20119,"UX","Air Europa","Air Europa","US","United States","SJU","San Juan, PR",14843,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
2401,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","BOS","Boston, MA",10721,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
2576,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
4325,20119,"UX","Air Europa","Air Europa","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
4364,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","EWR","Newark, NJ",11618,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
4653,20119,"UX","Air Europa","Air Europa","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
5243,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
5695,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","BCN","Barcelona, Spain",10517,2015,10,4
5841,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","ATL","Atlanta, GA",10397,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
5923,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","PHL","Philadelphia, PA",14100,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
5991,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","DFW","Dallas/Fort Worth, TX",11298,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
6024,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","EWR","Newark, NJ",11618,"ES","Spain","BCN","Barcelona, Spain",10517,2015,10,4
6037,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
6627,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","BCN","Barcelona, Spain",10517,2015,10,4
6669,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
6751,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","PHL","Philadelphia, PA",14100,"ES","Spain","BCN","Barcelona, Spain",10517,2015,10,4
7386,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","ORD","Chicago, IL",13930,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
7569,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","BCN","Barcelona, Spain",10517,2015,10,4
12638,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
16206,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2015,10,4
0,20007,"5Y","Atlas Air Inc.","Atlas Air Inc.","US","United States","PSM","Portsmouth, NH",14259,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
1,21646,"24Q","Blue Jet SP Z o o","Blue Jet SP Z o o","US","United States","PWM","Portland, ME",14321,"ES","Spain","PMI","Palma Mallorca, Spain",14166,2016,10,4
2,21652,"27Q","Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.","US","United States","TEB","Teterboro, NJ",15167,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
4,21309,"0RQ","TAG Aviation Espana S.L.","TAG Aviation Espana S.L.","US","United States","IAD","Washington, DC",12264,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
4,21352,"0WQ","Avjet Corporation","Avjet Corporation","US","United States","BUR","Burbank, CA",10800,"ES","Spain","BCN","Barcelona, Spain",10517,2016,10,4
5,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","LAS","Las Vegas, NV",12889,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
7,21309,"0RQ","TAG Aviation Espana S.L.","TAG Aviation Espana S.L.","US","United States","TEB","Teterboro, NJ",15167,"ES","Spain","SCQ","Santiago de Compostela, Spain",14721,2016,10,4
20,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","SLC","Salt Lake City, UT",14869,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
54,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SJU","San Juan, PR",14843,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
69,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MCO","Orlando, FL",13204,"ES","Spain","BCN","Barcelona, Spain",10517,2016,10,4
75,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","MSP","Minneapolis, MN",13487,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
77,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SAN","San Diego, CA",14679,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
87,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","ORD","Chicago, IL",13930,"ES","Spain","BCN","Barcelona, Spain",10517,2016,10,4
98,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","SLC","Salt Lake City, UT",14869,"ES","Spain","BCN","Barcelona, Spain",10517,2016,10,4
151,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SFO","San Francisco, CA",14771,"ES","Spain","BCN","Barcelona, Spain",10517,2016,10,4
179,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
255,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SFO","San Francisco, CA",14771,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
394,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","CLT","Charlotte, NC",11057,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
1349,20119,"UX","Air Europa","Air Europa","US","United States","SJU","San Juan, PR",14843,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
1778,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","SJU","San Juan, PR",14843,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
2382,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","BOS","Boston, MA",10721,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
2503,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
4282,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
4963,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","IAD","Washington, DC",12264,"ES","Spain","BCN","Barcelona, Spain",10517,2016,10,4
5157,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","PHL","Philadelphia, PA",14100,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
5179,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","BCN","Barcelona, Spain",10517,2016,10,4
5227,20119,"UX","Air Europa","Air Europa","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
5273,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","EWR","Newark, NJ",11618,"ES","Spain","BCN","Barcelona, Spain",10517,2016,10,4
5342,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","DFW","Dallas/Fort Worth, TX",11298,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
5413,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","PHL","Philadelphia, PA",14100,"ES","Spain","BCN","Barcelona, Spain",10517,2016,10,4
5441,20119,"UX","Air Europa","Air Europa","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
5524,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","EWR","Newark, NJ",11618,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
5585,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","ATL","Atlanta, GA",10397,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
5761,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","ATL","Atlanta, GA",10397,"ES","Spain","BCN","Barcelona, Spain",10517,2016,10,4
5867,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
5920,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
6415,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","BCN","Barcelona, Spain",10517,2016,10,4
7058,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","ORD","Chicago, IL",13930,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
7482,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","BCN","Barcelona, Spain",10517,2016,10,4
11815,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
16368,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2016,10,4
0,20007,"5Y","Atlas Air Inc.","Atlas Air Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","ZAZ","Zaragoza, Spain",16286,2017,10,4
2,21568,"VJT","VistaJet Limited","VistaJet Limited","US","United States","HPN","White Plains, NY",12197,"ES","Spain","EAS","San Sebastian, Spain",11469,2017,10,4
4,21147,"0Q","Flying Service N.V.","Flying Service N.V.","US","United States","FLL","Fort Lauderdale, FL",11697,"ES","Spain","PMI","Palma Mallorca, Spain",14166,2017,10,4
9,21568,"VJT","VistaJet Limited","VistaJet Limited","US","United States","TEB","Teterboro, NJ",15167,"ES","Spain","BCN","Barcelona, Spain",10517,2017,10,4
21,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SAN","San Diego, CA",14679,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
30,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SJU","San Juan, PR",14843,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
36,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","SLC","Salt Lake City, UT",14869,"ES","Spain","BCN","Barcelona, Spain",10517,2017,10,4
44,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","AUS","Austin, TX",10423,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
54,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SFO","San Francisco, CA",14771,"ES","Spain","BCN","Barcelona, Spain",10517,2017,10,4
73,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","SEA","Seattle, WA",14747,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
74,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","ORD","Chicago, IL",13930,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
151,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
200,20119,"UX","Air Europa","Air Europa","US","United States","SJU","San Juan, PR",14843,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
483,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","IAD","Washington, DC",12264,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
1777,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","SJU","San Juan, PR",14843,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
2006,21579,"DY","Norwegian Air Shuttle ASA","Norwegian Air Shuttle ASA","US","United States","FLL","Fort Lauderdale, FL",11697,"ES","Spain","BCN","Barcelona, Spain",10517,2017,10,4
2079,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","BCN","Barcelona, Spain",10517,2017,10,4
2418,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
2467,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","OAK","Oakland, CA",13796,"ES","Spain","BCN","Barcelona, Spain",10517,2017,10,4
2688,21579,"DY","Norwegian Air Shuttle ASA","Norwegian Air Shuttle ASA","US","United States","OAK","Oakland, CA",13796,"ES","Spain","BCN","Barcelona, Spain",10517,2017,10,4
3058,21579,"DY","Norwegian Air Shuttle ASA","Norwegian Air Shuttle ASA","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","BCN","Barcelona, Spain",10517,2017,10,4
3366,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","CLT","Charlotte, NC",11057,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
3776,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","PHL","Philadelphia, PA",14100,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
4120,21579,"DY","Norwegian Air Shuttle ASA","Norwegian Air Shuttle ASA","US","United States","EWR","Newark, NJ",11618,"ES","Spain","BCN","Barcelona, Spain",10517,2017,10,4
4448,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","IAD","Washington, DC",12264,"ES","Spain","BCN","Barcelona, Spain",10517,2017,10,4
4461,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
4817,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","EWR","Newark, NJ",11618,"ES","Spain","BCN","Barcelona, Spain",10517,2017,10,4
4863,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","PHL","Philadelphia, PA",14100,"ES","Spain","BCN","Barcelona, Spain",10517,2017,10,4
5102,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","DFW","Dallas/Fort Worth, TX",11298,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
5210,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","BOS","Boston, MA",10721,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
5353,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","EWR","Newark, NJ",11618,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
5454,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","BCN","Barcelona, Spain",10517,2017,10,4
5491,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
5551,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","ATL","Atlanta, GA",10397,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
5585,20119,"UX","Air Europa","Air Europa","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
5798,20119,"UX","Air Europa","Air Europa","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
5995,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","BCN","Barcelona, Spain",10517,2017,10,4
6142,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","ORD","Chicago, IL",13930,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
6194,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","ATL","Atlanta, GA",10397,"ES","Spain","BCN","Barcelona, Spain",10517,2017,10,4
6821,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
7043,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","BCN","Barcelona, Spain",10517,2017,10,4
13628,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
18374,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2017,10,4
1,21309,"0RQ","TAG Aviation Espana S.L.","TAG Aviation Espana S.L.","US","United States","AUS","Austin, TX",10423,"ES","Spain","MAD","Madrid, Spain",13156,2015,11,4
2,21309,"0RQ","TAG Aviation Espana S.L.","TAG Aviation Espana S.L.","US","United States","TEB","Teterboro, NJ",15167,"ES","Spain","SCQ","Santiago de Compostela, Spain",14721,2015,11,4
3,21309,"0RQ","TAG Aviation Espana S.L.","TAG Aviation Espana S.L.","US","United States","BOS","Boston, MA",10721,"ES","Spain","MAD","Madrid, Spain",13156,2015,11,4
3,21160,"SVW","Global Jet Luxembourg, Sa","Global Jet Luxembourg, Sa","US","United States","HOU","Houston, TX",12191,"ES","Spain","MAD","Madrid, Spain",13156,2015,11,4
4,21309,"0RQ","TAG Aviation Espana S.L.","TAG Aviation Espana S.L.","US","United States","TEB","Teterboro, NJ",15167,"ES","Spain","MAD","Madrid, Spain",13156,2015,11,4
8,21590,"1UQ","Gainjet Aviation SA","Gainjet Aviation SA","US","United States","TEB","Teterboro, NJ",15167,"ES","Spain","VLC","Valencia, Spain",15606,2015,11,4
40,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","LAS","Las Vegas, NV",12889,"ES","Spain","MAD","Madrid, Spain",13156,2015,11,4
44,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","ORD","Chicago, IL",13930,"ES","Spain","BCN","Barcelona, Spain",10517,2015,11,4
44,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","SFO","San Francisco, CA",14771,"ES","Spain","MAD","Madrid, Spain",13156,2015,11,4
48,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","AUS","Austin, TX",10423,"ES","Spain","BCN","Barcelona, Spain",10517,2015,11,4
91,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MCO","Orlando, FL",13204,"ES","Spain","BCN","Barcelona, Spain",10517,2015,11,4
96,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SAN","San Diego, CA",14679,"ES","Spain","MAD","Madrid, Spain",13156,2015,11,4
108,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SFO","San Francisco, CA",14771,"ES","Spain","MAD","Madrid, Spain",13156,2015,11,4
118,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","SFO","San Francisco, CA",14771,"ES","Spain","BCN","Barcelona, Spain",10517,2015,11,4
158,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","MAD","Madrid, Spain",13156,2015,11,4
1679,20119,"UX","Air Europa","Air Europa","US","United States","SJU","San Juan, PR",14843,"ES","Spain","MAD","Madrid, Spain",13156,2015,11,4
2176,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","PHL","Philadelphia, PA",14100,"ES","Spain","BCN","Barcelona, Spain",10517,2015,11,4
3064,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","ATL","Atlanta, GA",10397,"ES","Spain","MAD","Madrid, Spain",13156,2015,11,4
3372,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","EWR","Newark, NJ",11618,"ES","Spain","MAD","Madrid, Spain",13156,2015,11,4
3566,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2015,11,4
3587,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2015,11,4
3737,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","EWR","Newark, NJ",11618,"ES","Spain","BCN","Barcelona, Spain",10517,2015,11,4
3970,20119,"UX","Air Europa","Air Europa","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2015,11,4
4363,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","DFW","Dallas/Fort Worth, TX",11298,"ES","Spain","MAD","Madrid, Spain",13156,2015,11,4
4498,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","PHL","Philadelphia, PA",14100,"ES","Spain","MAD","Madrid, Spain",13156,2015,11,4
4509,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","BCN","Barcelona, Spain",10517,2015,11,4
4519,20119,"UX","Air Europa","Air Europa","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2015,11,4
4960,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","ORD","Chicago, IL",13930,"ES","Spain","MAD","Madrid, Spain",13156,2015,11,4
5059,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","BCN","Barcelona, Spain",10517,2015,11,4
5226,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","BCN","Barcelona, Spain",10517,2015,11,4
6021,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2015,11,4
11984,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2015,11,4
13909,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2015,11,4
0,21629,"KD","Western Global","Western Global","US","United States","NGU","Norfolk, VA",13667,"ES","Spain","ZXA","Rota, Spain",16334,2016,11,4
3,21309,"0RQ","TAG Aviation Espana S.L.","TAG Aviation Espana S.L.","US","United States","TEB","Teterboro, NJ",15167,"ES","Spain","SCQ","Santiago de Compostela, Spain",14721,2016,11,4
4,21309,"0RQ","TAG Aviation Espana S.L.","TAG Aviation Espana S.L.","US","United States","TEB","Teterboro, NJ",15167,"ES","Spain","MAD","Madrid, Spain",13156,2016,11,4
6,21309,"0RQ","TAG Aviation Espana S.L.","TAG Aviation Espana S.L.","US","United States","SFO","San Francisco, CA",14771,"ES","Spain","MAD","Madrid, Spain",13156,2016,11,4
14,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","MAD","Madrid, Spain",13156,2016,11,4
21,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","IAH","Houston, TX",12266,"ES","Spain","MAD","Madrid, Spain",13156,2016,11,4
38,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SJU","San Juan, PR",14843,"ES","Spain","MAD","Madrid, Spain",13156,2016,11,4
57,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","BOS","Boston, MA",10721,"ES","Spain","BCN","Barcelona, Spain",10517,2016,11,4
70,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SFO","San Francisco, CA",14771,"ES","Spain","BCN","Barcelona, Spain",10517,2016,11,4
72,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SAN","San Diego, CA",14679,"ES","Spain","MAD","Madrid, Spain",13156,2016,11,4
75,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MCO","Orlando, FL",13204,"ES","Spain","BCN","Barcelona, Spain",10517,2016,11,4
219,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SFO","San Francisco, CA",14771,"ES","Spain","MAD","Madrid, Spain",13156,2016,11,4
